Genes,Interactors,Norm_Symbol
FBXW8,"['CUL7', 'CCT7', 'IRS1', 'CCT3', 'CCDC8', 'MYC', 'RBX1', 'SKP1', 'CUL1', 'CCND1']",FBXW8
NTPCR,['TPTE'],NTPCR
HAND1,['MEF2A'],HAND1
CDH3,"['CDH1', 'CTNND1', 'CTNNB1', 'CDH3', 'CTNNA1', 'JUP']",CDH3
WASH1,"['KIAA1033', 'KIAA0196', 'BECN1', 'RNF2']",WASH1
ZNF607,['MDFI'],ZNF607
ATE1,['SUV39H1'],ATE1
PLAG1,['KPNA2'],PLAG1
LGALS8,"['TRIM23', 'BARD1', 'ITGB1', 'CALCOCO2', 'ITGA3', 'TAX1BP1', 'ITGA4']",LGALS8
RAD50,"['RINT1', 'MRE11A', 'TERF2', 'TERF2IP', 'PAXIP1', 'BARD1', 'NBN', 'MDC1', 'GEMIN2', 'EP300', 'BLM', 'MDM2', 'RECQL5', 'FGFR1OP', 'BRCA1', 'ILF2', 'H2AFX']",RAD50
ACR,['TP53BP1'],ACR
SRY,"['AR', 'EP300']",SRY
C16orf70,"['ATXN3', 'BCAS3']",C16orf70
AP1G1,"['AP1B1', 'EGFR', 'AP1M2', 'AP1S1', 'RABEP1', 'EPS15', 'SYP', 'CLTC', 'AP1M1', 'AP1S2', 'NECAP2', 'AP2M1', 'SYNRG', 'NECAP1', 'CLINT1']",AP1G1
MEX3C,"['CNOT3', 'AP2A1', 'PABPC1', 'ALYREF', 'AP2B1', 'CNOT1']",MEX3C
LUC7L2,"['MAP1LC3B', 'YWHAG', 'GADD45G', 'U2AF2', 'RNPS1', 'JMJD6', 'SRSF7', 'SRPK1', 'PABPC4', 'NKAP', 'PRPF8', 'SNW1', 'MEPCE', 'SRPK2', 'SNRNP70', 'SNRPD2']",LUC7L2
MCCC2,"['ECH1', 'MCCC1']",MCCC2
EPM2A,"['NHLRC1', 'PRKAA2', 'NFU1', 'EPM2A', 'PPP1R3C', 'GSK3B', 'PPP1R3D', 'PKM', 'PRKAB2']",EPM2A
GKAP1,"['NDN', 'RPGRIP1L']",GKAP1
FOXK1,"['PDGFRB', 'IRF2', 'BAP1', 'GPS2', 'SRF', 'ASXL1', 'SAP30', 'ASXL2', 'HDAC1', 'YWHAB']",FOXK1
YY1AP1,"['EWSR1', 'ATXN1', 'MAD2L2', 'MAPK14']",YY1AP1
PPP1R18,"['PPP1CA', 'PPP1CC', 'CALCOCO2']",PPP1R18
ADD2,['FYN'],ADD2
DTX4,['NOTCH1'],DTX4
MAP2K4,"['ARRB2', 'MAP3K1', 'MAP3K5', 'NBR1', 'MAP3K3', 'MAPK8', 'GEMIN5', 'ITCH', 'MAPK14', 'BLNK', 'MAPK9', 'MAPK10', 'MAPK8IP3', 'MAP3K2', 'MAP3K7', 'AKT1', 'FLNC', 'MAP3K4']",MAP2K4
IFIT1,"['ISG15', 'IFIT3', 'IFIT2', 'IFIT5']",IFIT1
PPFIA1,"['PTPRS', 'PPP2CA', 'PTPRF', 'PPP2R5D', 'GIT1', 'LNX1', 'PTPRD', 'PPP2R1A', 'BRCA1', 'PPP2CB', 'GRIP2', 'ERC2', 'ING4', 'PPFIA1']",PPFIA1
PARP9,"['PARP1', 'DTX3L']",PARP9
SLC25A11,"['SOCS2', 'CLN3', 'SOCS6']",SLC25A11
CAP2,"['ACTG1', 'ACTB', 'CAP1']",CAP2
VPS25,"['VPS36', 'VPS28', 'SPRY2', 'CHMP6', 'VPS25', 'SNF8']",VPS25
ASF1B,"['TLK2', 'MCM6', 'CDAN1', 'RBBP7', 'HAT1', 'MCM2', 'HIST3H3', 'MCM7', 'CHAF1A', 'IPO4', 'HCFC1', 'TONSL', 'MMS22L', 'MCM4', 'HIST1H3A', 'TLK1', 'RBBP4', 'H3F3A', 'ASF1A', 'HIRA', 'CHAF1B', 'C15orf41', 'HIST1H3E', 'HIST4H4', 'NASP']",ASF1B
CCDC42,['TFIP11'],CCDC42
CYFIP1,"['NCKAP1', 'EFTUD2', 'ABI1', 'FXR2', 'BAIAP2', 'FMR1']",CYFIP1
GSTCD,"['KDM1A', 'PRMT6']",GSTCD
DGKQ,['RHOA'],DGKQ
NDUFA3,['NDUFS3'],NDUFA3
DBN1,"['PPP2R2B', 'GRB2', 'SPTBN1', 'GSN', 'ESR1', 'TPM1', 'FLNA', 'HOMER3', 'SPTAN1', 'JUP', 'HOMER1']",DBN1
HAGH,['PPP1R16B'],HAGH
COPS6,"['FBXO17', 'KLHL15', 'CUL2', 'TK1', 'UBE2M', 'CUL4A', 'FBXO6', 'RHOBTB1', 'COPS7B', 'DDB2', 'KLHL22', 'COPS6', 'SFN', 'DTL', 'MAP3K1', 'NEDD8', 'LRRC14', 'KLHL8', 'CKS1B', 'FBXO7', 'KLHL13', 'FBXO44', 'DDB1', 'CRBN', 'BTBD9', 'ERCC8', 'FBXO11', 'COPS8', 'CUL4B', 'LRR1', 'EIF3E', 'CUL1', 'CUL5', 'COPS7A', 'RFWD2', 'SKP2', 'COPS3', 'DCAF16', 'SMN1', 'BTBD1', 'DDA1', 'COPS4', 'FBXW9', 'KLHL18', 'RAE1', 'TCEB1', 'CUL3', 'TOR1AIP2', 'COPS5', 'GPS1', 'TCEB2', 'BTBD2', 'MYEOV2', 'FBXL14', 'MAPK6', 'VPRBP', 'DCAF11', 'KLHL42', 'MAPK1', 'RPL15', 'DCAF4', 'SKP1', 'KLHL9', 'FEM1B', 'COPS2']",COPS6
NLRP2,['SUGT1'],NLRP2
RPS10-NUDT3,['FKBP4'],RPS10-NUDT3
COL1A1,"['IGFBP3', 'TXN', 'VWF', 'PDGFB']",COL1A1
IFT52,"['IFT80', 'UBXN10', 'TTC30A', 'IFT74', 'TTC30B']",IFT52
TMEM59,['ATG16L1'],TMEM59
ZNF212,"['ZNF3', 'ZNF746', 'SUV39H2', 'ZNF212']",ZNF212
SAMD3,['KDM1A'],SAMD3
NDUFAF1,"['NDUFA13', 'ACAD9', 'TIMMDC1', 'PPP2R2D', 'TMEM126B', 'ECSIT', 'NDUFS3', 'NDUFB11']",NDUFAF1
C9,['CD59'],C9
EDA2R,"['TRAF3', 'TRAF6']",EDA2R
SAG,['ARRB1'],SAG
GRIN2A,"['GRIN1', 'PTK2B', 'DLG3', 'DLG1', 'DLG4', 'FYN', 'SPTAN1', 'SRC']",GRIN2A
KXD1,"['MAP1LC3B', 'RABGEF1', 'CEP19', 'IFT20', 'KRT81', 'TPM1', 'TPM3']",KXD1
SPATA2L,['CYLD'],SPATA2L
ZBTB7B,"['NDN', 'EP300']",ZBTB7B
UBE2J2,"['PARK2', 'TRIM25']",UBE2J2
WLS,['OPRM1'],WLS
NHLH2,['HES1'],NHLH2
ND6,['NDUFS3'],ND6
DHX40,['NUDCD1'],DHX40
FAM109A,"['OCRL', 'PLEKHJ1']",FAM109A
PNISR,['PNN'],PNISR
KIF5A,"['DTNB', 'EXOC1', 'KLC1', 'KLC2', 'KLC4']",KIF5A
GNGT1,['GNB1'],GNGT1
PRKRA,"['STAU1', 'EIF2AK2', 'TARBP2', 'RBM34', 'PRKRA', 'UBE2I', 'DDX50', 'CCDC124']",PRKRA
AVP,['CRYAB'],AVP
UBE2G1,"['DIO2', 'ITCH', 'AMFR', 'PARK2', 'UBE2G1', 'RBX1']",UBE2G1
C4B,['C2'],C4B
NUF2,"['MIS12', 'NSL1', 'PMF1', 'SPC24', 'EXOC1', 'ZWINT', 'DSN1', 'NDC80', 'AURKB', 'SPC25']",NUF2
NUMBL,"['RBFOX1', 'TRAF6', 'TAB2', 'TRAF5']",NUMBL
SDC4,['RARRES3'],SDC4
CCNH,"['GOLGA2', 'CDK7', 'ERCC3', 'CCNC', 'SSX2IP', 'CDK20', 'NEDD4', 'TP53', 'CTBP2', 'MNAT1', 'CDK2', 'CDK8', 'GTF2H1', 'PSMA1', 'SSSCA1', 'POLR2A', 'ERCC2']",CCNH
CENPM,"['CENPU', 'CENPQ', 'CENPA', 'CENPO']",CENPM
ASXL2,"['HCFC1', 'MBD6', 'BAP1', 'FOXK2', 'KDM1B', 'FOXK1', 'OGT']",ASXL2
HSPB8,"['HSPB6', 'HSPB7', 'HSPB8', 'HSPB2', 'CRYAB', 'HSPB1', 'BAG3']",HSPB8
TRIP13,"['CYB5R2', 'MAD2L1', 'SIGLEC5', 'TRIP13', 'LOXL4', 'BUB1B', 'MPPED2', 'GALT', 'PLSCR3', 'ARSA', 'MAD2L1BP', 'CPSF3L', 'TEX37', 'GLYCTK', 'RHOXF2', 'UBA1', 'LASP1', 'COMT', 'PARK2', 'PBLD', 'TRIM25', 'SEMA4G', 'LNX1']",TRIP13
UBE3A,"['MNT', 'CFTR', 'UCHL5', 'PGR', 'PSMD14', 'UBE2D3', 'AR', 'TSC2', 'HSPA4', 'JADE1', 'CTNNB1', 'BPY2', 'UBE3A', 'PML', 'TAT', 'HIF1AN', 'CEBPA', 'RAD23B', 'UBQLN1', 'TP53', 'UBE2D1', 'UBE2L6', 'MCM7', 'CDKN1B', 'NELFCD', 'LCK', 'CALM1', 'NDUFA13', 'UBE2D2', 'HERC2', 'ESR2', 'UBE2L3', 'ASPM', 'PSMD4', 'UBC', 'SCRIB', 'PRDX1', 'RNF2', 'E2F1', 'ARNTL', 'RYBP', 'MAPK6', 'NEURL4', 'ESR1', 'SHFM1', 'UBQLN2', 'RAD23A', 'ANXA1', 'UBE2E1', 'WBP2', 'FAF2']",UBE3A
RAP2B,"['RUNDC3A', 'RALGDS']",RAP2B
KDM4A,"['RB1', 'HIST1H3A', 'NCOR1']",KDM4A
MEF2BNB,['TEX11'],MEF2BNB
WBP4,"['EWSR1', 'KHDRBS1']",WBP4
PILRA,['PTPN6'],PILRA
COG5,"['COG4', 'COG1', 'COG2', 'COG8', 'COG6', 'COG7', 'COG3']",COG5
XRCC6,"['MRE11A', 'KAT2A', 'XRCC4', 'TERT', 'RNF146', 'GZMA', 'PCNA', 'PGR', 'TFAP2A', 'VAV1', 'XRCC5', 'PTTG1', 'CLU', 'CREBBP', 'HTT', 'JUP', 'BRCA1', 'POU2F1', 'PARP1', 'FMNL1', 'ABL1', 'HMGA2', 'HDAC6', 'CEBPA', 'RNF126', 'SIRT3', 'TOP1', 'ERG', 'POU2F2', 'ELF3', 'CHAF1A', 'MSH6', 'EHF', 'CBX5', 'TERF2', 'TERF2IP', 'RPA2', 'YAP1', 'PPM1G', 'SIRT6', 'TONSL', 'MACROD1', 'PPID', 'WRN', 'NR1H4', 'LIG4', 'NCOA6', 'MDM2', 'TCF7L2', 'HIST1H3A', 'APLF', 'SIRT7', 'BARD1', 'CHD1L', 'PDX1', 'ARAP1', 'HOXB7', 'PRKDC', 'HMGA1', 'NDRG1', 'XRCC6BP1', 'LIG3', 'MYC', 'SET', 'HIST1H3E', 'CDK2', 'HOXC4', 'NCF4', 'H2AFX', 'BAX', 'MSH2']",XRCC6
BCL2L1,"['BBC3', 'CYCS', 'MAPK8', 'CASP9', 'TPT1', 'CRYAB', 'BCL2', 'CLU', 'CDK1', 'CDKN2A', 'BCAP31', 'IKZF3', 'TP53', 'BID', 'RAF1', 'RTN1', 'VDAC1', 'PPP1CA', 'RTN4', 'AVEN', 'BECN1', 'MTOR', 'BLID', 'BMF', 'USP14', 'PSEN2', 'PMAIP1', 'BCL2L11', 'BAK1', 'TP53BP2', 'PARK2', 'APAF1', 'HRK', 'BNIP3', 'RAD9A', 'BIK', 'BAD', 'BAX', 'CRYAA', 'PARK7']",BCL2L1
SMCO3,['PPP2CA'],SMCO3
KIR2DL3,['HLA-C'],KIR2DL3
ZHX2,"['ZHX3', 'HRAS']",ZHX2
NOTCH4,['TCEB1'],NOTCH4
NR2C1,"['DNMT1', 'RBBP4', 'TRIM28', 'CHD4', 'HDAC2', 'ESR1', 'HDAC4', 'MTA2', 'AR', 'HDAC3', 'HDAC1', 'KDM1A', 'NR2C2', 'PML', 'MTA1']",NR2C1
NEIL2,['EP300'],NEIL2
TSPYL2,"['CCNB1', 'CASK']",TSPYL2
IGBP1,"['CCT2', 'MID1', 'AGO2', 'CCT8', 'TIPRL', 'UBR5', 'PPP2CA', 'CCT7', 'CCT5', 'CCT3', 'PPP4C', 'MID2', 'CCT4', 'TCP1', 'PPP6C', 'PPP2CB', 'HSPB1', 'CCT6A', 'STAT1']",IGBP1
CIC,"['CENPJ', 'ATXN1']",CIC
BBS1,"['ALDOB', 'BBS4', 'LZTFL1', 'BBS5', 'BBS7', 'BBS2', 'BBS9', 'TTC8', 'PARK7']",BBS1
RNF19A,"['SOD1', 'SNCAIP', 'VCP', 'UBE2L3']",RNF19A
CUTC,"['CUTC', 'SPG21']",CUTC
CBX4,"['ZEB2', 'PCGF2', 'BCOR', 'CBX8', 'MBD1', 'CTBP2', 'RING1', 'KDM5B', 'PCGF3', 'SUV39H1', 'CSNK2B', 'ZNF131', 'HIST3H3', 'PHC2', 'PCGF6', 'PHC3', 'BMI1', 'CBX2', 'PHC1', 'CTBP1', 'DNMT3A', 'RNF2', 'HIPK2', 'SATB1', 'PCGF1', 'YWHAQ']",CBX4
NCBP2,['NCBP1'],NCBP2
ARAP1,"['XRCC6', 'GRB2', 'SH3KBP1']",ARAP1
LRP8,"['APOE', 'LRPAP1', 'RELN', 'SNX17']",LRP8
DNTT,"['PCNA', 'DNTTIP2', 'DNTTIP1', 'PRPF19', 'ABTB2']",DNTT
TFG,"['GRB2', 'SEC31A', 'EWSR1', 'RBPMS', 'TFG', 'PLSCR1', 'TRIM68', 'TSG101']",TFG
TPD52,"['STUB1', 'AR', 'MAL2', 'TPD52L2']",TPD52
ADSL,"['OXSR1', 'USP15']",ADSL
MB21D1,['RNF185'],MB21D1
RGS2,"['ADCY5', 'PRKCSH', 'PRKG1', 'WDR74', 'DDR1', 'HSPA8', 'GDE1', 'GIT1', 'VPS29', 'PARK2', 'DYNLL1', 'LRFN1', 'NINL', 'NIPSNAP1']",RGS2
ALMS1,"['CENPJ', 'LIG4', 'CEP152', 'CEP192']",ALMS1
EBF1,"['ZNF423', 'CREBBP']",EBF1
ASS1,"['NANS', 'ASS1']",ASS1
TYMSOS,['MDFI'],TYMSOS
EGFL6,['SH3GL2'],EGFL6
GNG7,"['GNB5', 'GNB4', 'GNB1', 'GNB3', 'GNB2']",GNG7
TENM1,['SORBS1'],TENM1
LGALS3BP,"['CUL7', 'CD209', 'SPRYD3', 'FBXO45', 'LGALS3', 'MYCBP2', 'CEP250', 'WNT4', 'LGALS1', 'TUBGCP2', 'NKRF', 'MAGED2', 'MZT2A', 'SIGLEC9', 'HSP90AA1', 'TUBG1', 'RAE1', 'TUBGCP6', 'TUBGCP3']",LGALS3BP
MSI1,['AGO2'],MSI1
DUSP21,['GANAB'],DUSP21
GOLGA3,"['SRR', 'GOLGA7', 'TSNAX']",GOLGA3
TGFB1,"['MMP2', 'LAMB1', 'EPS15', 'YWHAE', 'FKBP1A', 'ACVRL1', 'DCN', 'APP', 'TGFBR1', 'UBR1', 'MMP9', 'LTBP1', 'TGFBR2']",TGFB1
CTLA4,"['CD80', 'PPP2R5A', 'AP2M1', 'FYN', 'CD86']",CTLA4
KRT15,"['ZC2HC1C', 'KANSL1', 'KRT20', 'TCHP', 'ANKRD36BP1', 'KIAA1217', 'KRT6A', 'CCDC101', 'RCOR3', 'WAC', 'ABI2', 'PIK3R2', 'ZGPAT', 'NEFL', 'USP2', 'PSMA1', 'KRT6B', 'AMOTL2', 'C1orf216', 'NOC4L']",KRT15
PPP2R4,"['MID1', 'RACGAP1', 'BHLHB9', 'CCNG1', 'PPP2CA', 'CYLD', 'PPP2R3A', 'AKT1', 'STAT1']",PPP2R4
TMEM214,['PTPRN'],TMEM214
GSTO1,"['HSPB1', 'BAG3']",GSTO1
TRIM24,"['HIST1H3I', 'HIST1H3D', 'HIST1H3J', 'AR', 'PPARG', 'HIST1H3H', 'TRIM33', 'BRD7', 'NR3C2', 'RXRA', 'HIST1H3F', 'HIST1H3B', 'TP53', 'TRIM24', 'RARA', 'ESR2', 'HIST1H3G', 'HIST1H3A', 'ESR1', 'HIST1H3E', 'HIST1H3C']",TRIM24
TOM1,"['TOLLIP', 'CLTC', 'MYO6', 'UBC', 'ZFYVE16']",TOM1
OSTM1,['RGS19'],OSTM1
DDX28,"['ICT1', 'HNRNPA1']",DDX28
RWDD2B,['GADD45G'],RWDD2B
BABAM1,"['UIMC1', 'FAM175B', 'BRCC3', 'TNKS', 'BRE', 'UBC', 'BRCA1', 'SHMT2', 'FAM175A']",BABAM1
RPL14,"['RPS11', 'RPS4X', 'RPS25', 'RPL24', 'RPL23', 'RPL21', 'RPS13', 'RPL13', 'RPL11', 'RPL27', 'RPL13A', 'PTEN', 'RPL37A', 'RPL10', 'RPL12', 'RPL8', 'RPS19', 'RPL31', 'RPS26', 'RPL6', 'RPL23A', 'RPL36', 'RPL35', 'RPS16', 'CUL4B', 'RPL3', 'RPS23', 'RPS6', 'RPS10', 'RPS15A', 'RPLP2', 'RPL9', 'RPLP0', 'RPL27A', 'RPL22', 'STAU1', 'RPS7', 'RPS2', 'RPL7', 'RPL18A', 'RPS5', 'RPS12', 'RPS8', 'RPS3A', 'RPL19', 'NPM1', 'RPL30', 'RPL18', 'RPSA', 'NCL', 'RPS20', 'RPL32', 'RPL38', 'PHLDA1', 'RPL15', 'FTSJ3', 'RPL10A', 'RPL5', 'RPL7A', 'RPS3', 'RPL26L1', 'RPL28', 'RPL4']",RPL14
JARID2,"['RBBP4', 'SETDB1', 'MTF2', 'NKX2-5', 'EZH2', 'GATA4', 'EZH1', 'EED', 'RBBP7', 'SUZ12', 'DDB2', 'AEBP2']",JARID2
GPN3,"['GPN1', 'RPAP2', 'POLR3E', 'PIH1D1', 'POLR2G', 'POLR2F']",GPN3
UFSP2,"['C1orf27', 'LIG4']",UFSP2
KYNU,['SMS'],KYNU
BAZ1B,"['DEK', 'SMARCA5', 'SF3B1', 'ERCC6', 'CDT1', 'MYBBP1A', 'MYO1C', 'RHD']",BAZ1B
CKMT1A,['ASB9'],CKMT1A
HAUS6,"['HAUS4', 'HAUS3', 'HAUS1', 'HAUS8', 'KDM1A', 'HAUS2', 'HAUS7', 'HAUS5']",HAUS6
LAIR1,"['PTPN11', 'PTPN6']",LAIR1
SPRY4,"['ZDHHC17', 'TESK1']",SPRY4
PALD1,"['IRF7', 'ZBP1']",PALD1
RBM28,"['NIFK', 'NOP56']",RBM28
RNF7,"['CSNK2A1', 'ASB2', 'SPSB4', 'ASB7', 'CUL2', 'UBE2D3', 'CUL4A', 'BTRC', 'UBE2F', 'CSNK2B', 'UBE2D1', 'UBE2S', 'CUL1', 'CUL5', 'CDC34', 'UBE2D2', 'CARD14', 'TCEB1', 'IKBKG', 'TCEB2', 'SOCS3', 'NEDD4', 'UBE2C', 'ASB6']",RNF7
FYCO1,"['MAP1LC3B', 'KDM1A', 'PRMT6', 'MAP1LC3A']",FYCO1
MAL2,['TPD52'],MAL2
ADIPOR1,['APPL1'],ADIPOR1
PLXNB3,['ARHGEF11'],PLXNB3
PSMD14,"['PSMB2', 'PSMD10', 'PSMB5', 'PSMC2', 'UCHL5', 'USP15', 'UBE3C', 'MCM9', 'PSMD14', 'PAAF1', 'UBR4', 'PSMD3', 'PSMC5', 'PSMC1', 'UBE3A', 'PSMA6', 'KIAA0368', 'PSMB4', 'BAG6', 'PSMD1', 'PSMD2', 'PSMC6', 'PSMA5', 'ADRM1', 'PSMD5', 'MITF', 'PSMA3', 'PSMB7', 'HERC2', 'PSMA2', 'PSME2', 'PSMD11', 'PSMD4', 'PSMD8', 'PSMA7', 'PSME3', 'PSME4', 'PSMD6', 'PSMA4', 'PSMB3', 'PSME1', 'UBC', 'USP14', 'PSMC4', 'PSMB1', 'PSMC3', 'UBA1', 'PSMD13', 'HUWE1', 'PSMD7', 'SHFM1', 'PSMB6', 'PSMD12', 'UBLCP1', 'TXNL1', 'PSMA1', 'C19orf60', 'PSMD9']",PSMD14
FAM3C,['UBE4A'],FAM3C
FOXA2,"['TLE1', 'HOXA5', 'ONECUT1', 'OTX2']",FOXA2
MIA3,"['CTAGE5', 'APOB', 'SEC16A']",MIA3
EPHA8,['FYN'],EPHA8
MTPAP,"['DYNLL1', 'CALCOCO2', 'AZI2', 'TBK1']",MTPAP
RNF170,"['ERLIN2', 'UBE2D2']",RNF170
PPP1R21,['CRYZL1'],PPP1R21
ZNF346,"['ILF3', 'EIF2AK2', 'PHAX']",ZNF346
SESN1,['MIOS'],SESN1
EIF2AK2,"['TARBP2', 'CCNA2', 'EDC4', 'DHX30', 'DICER1', 'TRAF6', 'ZNF346', 'EIF2AK2', 'TP53', 'MOV10', 'METAP2', 'CHUK', 'EIF6', 'TYK2', 'DNAJC3', 'PPP1CA', 'ILF3', 'HSP90AA1', 'NPM1', 'TOLLIP', 'FANCC', 'EIF2S1', 'STAU2', 'DHX9', 'FTSJ3', 'PRKRA', 'DHX58', 'TRAF2', 'STAT1']",EIF2AK2
DMC1,"['BRCA2', 'RAD51']",DMC1
PCID2,"['SHFM1', 'EID1']",PCID2
CEP85,"['CEP192', 'CENPJ', 'CEP44', 'CEP152', 'CEP63']",CEP85
TERF2,"['MRE11A', 'TINF2', 'BLM', 'REST', 'SLX4', 'BRCA1', 'ORC1', 'TERF1', 'TOP2A', 'POT1', 'XRCC6', 'RAD50', 'UCHL1', 'ATM', 'RNF4', 'PIAS1', 'EP300', 'TERF2', 'TERF2IP', 'DDX39A', 'WRN', 'HSP90AA1', 'PRMT1', 'ORC2', 'MUS81', 'TEP1', 'NBN', 'SIAH1', 'DCLRE1B', 'XRCC5', 'AKTIP']",TERF2
CYSLTR1,['CYSLTR2'],CYSLTR1
FAM90A1,"['GOLGA2', 'CEP76']",FAM90A1
RANBP10,"['YPEL5', 'MET', 'RMND5A', 'RAN', 'GID8', 'NEDD4', 'ARMC8', 'WDR26', 'PRKCG', 'MAEA']",RANBP10
BHMT,['BHMT'],BHMT
RPS15,"['RPS25', 'RPL21', 'RPS13', 'RPS19', 'RPL6', 'RPL36', 'RPS16', 'RPL3', 'RPS23', 'RPS9', 'RPS6', 'RPS15A', 'RPS7', 'RPS2', 'RPL7', 'RPS3A', 'RPS18', 'RPSA', 'RPS29', 'RPS17', 'TRIM25', 'RPS3']",RPS15
MAPK12,"['GCH1', 'SNTA1', 'PKN1']",MAPK12
TAF4B,"['HIST3H3', 'TAF1']",TAF4B
ADARB1,"['CCDC124', 'BRIX1', 'EBNA1BP2', 'PIN1']",ADARB1
DHRS2,['MDM2'],DHRS2
FAM175A,"['UIMC1', 'BARD1', 'BRCC3', 'BRE', 'SUMO2', 'BABAM1', 'UBC', 'BRCA1']",FAM175A
ZMIZ1,"['NOTCH1', 'SMAD4', 'AR', 'TP53', 'SMAD3', 'RBPJ']",ZMIZ1
YLPM1,"['PPP1CA', 'PPP1CC', 'MATR3', 'TNIP2', 'PPP1CB', 'NONO', 'CACNA1A']",YLPM1
ELMO2,['GRB2'],ELMO2
CRTAP,['P3H1'],CRTAP
AURKA,"['UBE2N', 'TLK2', 'ARPC1B', 'FOXP1', 'CDC20', 'FANCA', 'TP73', 'MAPRE2', 'IKBKB', 'FBXW7', 'NFKB1', 'GSK3B', 'PLK1', 'PPP1CB', 'BRCA1', 'BIRC5', 'SORL1', 'DICER1', 'TCEAL2', 'MTMR3', 'HDAC6', 'PUM2', 'TARS', 'TPX2', 'TP53', 'HIST3H3', 'USP2', 'GMNN', 'PTPRD', 'RASSF1', 'PPP1CA', 'CHFR', 'MAPRE3', 'VHL', 'KLHL18', 'TACC3', 'MDM2', 'TACC1', 'PPP6R3', 'TLK1', 'PPP6R2', 'MAPK6', 'DHX9', 'CEP192', 'LATS2', 'AURKA', 'PPP1CC', 'HMMR', 'INCENP', 'MYCN', 'NME1', 'MBD3']",AURKA
REV3L,"['REV1', 'MAD2L2']",REV3L
RAB40B,"['CUL5', 'TCEB1']",RAB40B
EIF4A3,"['SRSF3', 'RPS11', 'RPS24', 'RNPS1', 'PPIE', 'HNRNPU', 'POLDIP3', 'SAP18', 'RBM8A', 'DDX5', 'SRSF1', 'UPF1', 'RBMX', 'PRPF8', 'SNW1', 'SMG1', 'SRSF10', 'ILF2', 'EFTUD2', 'SRRM2', 'PRPF19', 'PNN', 'CDC5L', 'UPF3B', 'SRRM1', 'CWC22', 'MAGOH', 'SRSF5', 'CASC3']",EIF4A3
OPRL1,['PNOC'],OPRL1
RB1,"['MED23', 'PIK3R3', 'CDK3', 'CCND3', 'CDK1', 'ARID4A', 'BRCA1', 'SUV39H1', 'PML', 'KAT2B', 'CASP7', 'HMGA2', 'PRDM2', 'MORF4L1', 'FZR1', 'PPIA', 'RAF1', 'CDC16', 'CHEK1', 'ATF2', 'PPP1R26', 'AATF', 'MDM4', 'PAX5', 'HDAC3', 'NCOA6', 'UBE2I', 'UBTF', 'E2F3', 'GRB2', 'PHB', 'TRIM27', 'CCND2', 'HBP1', 'TFAP2A', 'AR', 'KDM5B', 'PPARG', 'USP4', 'CDK6', 'UBR4', 'RBBP7', 'RBBP9', 'SERPINB2', 'ABL1', 'LIN9', 'ENC1', 'PURA', 'TFDP2', 'PELP1', 'PRMT2', 'PPP1CA', 'EP300', 'MRFAP1', 'CCNC', 'AURKB', 'CUX1', 'SMARCA4', 'DYRK1B', 'UHRF2', 'RBBP6', 'MYC', 'AHR', 'PSMD10', 'CCNB1', 'CDKN1A', 'CCNA2', 'KAT5', 'E2F2', 'KDM4A', 'SP1', 'TP53', 'BRF1', 'CDK4', 'USP7', 'TRAP1', 'MYOD1', 'CHEK2', 'DYRK1A', 'MDM2', 'STAT3', 'HIF1A', 'JUN', 'E2F1', 'RBBP4', 'TFDP1', 'FRK', 'CDK14', 'HDAC1', 'E2F4', 'CEBPB', 'CDK9', 'PA2G4', 'DNMT1', 'ANAPC2', 'RNF40', 'CDC27', 'TAL1', 'EID1', 'POLA1', 'TRIP11', 'SNAPC1', 'CEBPE', 'HDAC2', 'CEBPA', 'CASP3', 'KDM2A', 'MCM7', 'CBX5', 'SMYD2', 'CCNA1', 'MAPK14', 'E4F1', 'TAF1', 'CCND1', 'CCNE1', 'RBBP8', 'THOC1', 'CDK2', 'IRF3', 'KDM5A', 'GTF3C2']",RB1
ZCCHC12,"['SMAD1', 'PNMA1', 'SUMO1']",ZCCHC12
KPNA5,['NUP50'],KPNA5
MLH3,"['FAN1', 'MSH4', 'MLH1']",MLH3
AIF1,['HSFY1'],AIF1
KMT2C,"['RBBP5', 'PAXIP1', 'WDR5', 'FOXA1', 'NCOA6', 'SMARCB1', 'ASH2L', 'HIST2H3C']",KMT2C
CHCHD3,"['MINOS1', 'SLC25A46', 'CCDC85B', 'MTX2']",CHCHD3
RHOBTB1,"['CUL3', 'COPS6', 'UBE2M']",RHOBTB1
HDLBP,"['FAM46A', 'UBA6', 'HSPA8']",HDLBP
SGTA,"['CCDC155', 'HSPA4L', 'GHR', 'F11R', 'SEC61B', 'HSPA4', 'SGCA', 'COL1A2', 'BAG6', 'DNAJB12', 'NME3', 'SPP1', 'EFEMP1', 'PTN', 'C1QTNF1', 'BAG2', 'UBL4A', 'HSP90AA1', 'GET4', 'HSPA8', 'ASNA1', 'IRF5', 'SYT4', 'SRGN', 'IGLC1', 'IRF3', 'EFEMP2', 'SPPL2A']",SGTA
RAB22A,"['RBSN', 'EEA1', 'APPL2']",RAB22A
CRTAC1,['MAPRE2'],CRTAC1
GAN,"['SFN', 'INA', 'UBA1', 'TBCB', 'VIM', 'ZC3H13', 'PRPH', 'RELA', 'CUL3', 'HSP90AA1', 'NEFM']",GAN
INPP5K,['MAD2L1BP'],INPP5K
LIMS1,"['RSU1', 'ILK', 'NCK2']",LIMS1
SH3PXD2A,['ADAM15'],SH3PXD2A
