Genes,Interactors,Norm_Symbol
RPL5,"['RPS7', 'RBM34', 'CNBP', 'C16orf88', 'ZNF707', 'FMR1NB', 'GLTSCR2', 'KIAA0020', 'RBM4', 'IGHMBP2', 'MAGEB10', 'ZBTB48', 'RBM4B', 'SURF2', 'RPL37A', 'RPL30', 'MECP2', 'PLEKHO1', 'SNIP1', 'RPL28', 'MAK16', 'ZNF512', 'ZRSR2']",RPL5
DCAF6,"['FAM46A', 'MAGEA1', 'PIH1D1', 'MAGEA4', 'BMP15', 'WDFY3', 'YAF2', 'DNAJB1', 'CALN1', 'NR2E1', 'C10orf88', 'C1QTNF2', 'VPS28']",DCAF6
SCYL2,['SPATA1'],SCYL2
HMBOX1,"['MEMO1', 'ASB7']",HMBOX1
PITPNM2,"['VAPA', 'VAPB']",PITPNM2
POLE3,['POLE2'],POLE3
PCID2,['CETN1'],PCID2
TRIOBP,"['C17orf59', 'PACSIN1', 'VTN', 'NDEL1', 'JPH4', 'VAPA', 'VAPB', 'FYTTD1', 'CORO6']",TRIOBP
C15orf57,"['AP2S1', 'AAGAB']",C15orf57
C12orf5,"['PNPLA4', 'TWF1']",C12orf5
POU2F2,['TMEM108'],POU2F2
B3GALNT1,"['CST6', 'HIST1H1B', 'NMU', 'DSG4', 'CST1', 'KPRP', 'ZG16B', 'PKP3', 'LRRC15', 'CST4', 'ALOXE3', 'LOR', 'FUT8', 'RNASE7', 'AMY1C', 'FAM3C', 'TGM1', 'CPA4', 'SELENBP1', 'DUSP14']",B3GALNT1
EP400NL,"['C20orf20', 'MORF4L1', 'MORF4L2']",EP400NL
NUP50,"['KPNA4', 'BCL7B', 'SMARCD1', 'RNGTT', 'SPOP', 'WDHD1', 'CXXC1', 'KPNA6', 'KPNA5', 'SMARCD2', 'ARID2', 'PHF10', 'TP53BP1', 'KIFC1', 'SETD1A', 'BOD1L', 'KPNA2', 'NUP153', 'PBRM1', 'KLHL7', 'SMARCC2', 'KPNA1', 'BRD7', 'CDCA2', 'SMARCD3', 'KPNB1', 'FBXO28', 'KIF18B']",NUP50
LSM2,"['SART3', 'SNRPF', 'SNRPN', 'LSM6', 'LSM5', 'SNRPE', 'PRPF3']",LSM2
RNF130,"['MCOLN3', 'HTR3A', 'BTNL8', 'SCGB1D4', 'GGT7', 'PON2', 'PTCH1', 'MANSC1']",RNF130
ANXA13,"['CCDC67', 'SRPR', 'ANXA2', 'MSI2', 'TUBGCP3', 'APBB1IP']",ANXA13
LYRM4,"['KLHL22', 'GPX7', 'HLA-DPB1', 'NDUFAB1', 'ZWINT']",LYRM4
NSDHL,['USP47'],NSDHL
DEFB127,"['ACTR1B', 'ACTR10', 'DCTN3', 'DCTN5', 'DCTN4', 'DCTN6', 'SH3BGR', 'DCTN2', 'HTRA1', 'ACTBL2', 'ACTR1A']",DEFB127
RAI14,"['PACSIN1', 'VTN', 'BTRC', 'VAPA', 'PSMC3', 'VAPB', 'PACSIN2', 'CAV3', 'NECAB1', 'PLK1', 'PACSIN3', 'ZFP41', 'PARP16']",RAI14
ARHGAP12,"['IGHA1', 'DMBT1', 'C20orf114', 'MUC5B']",ARHGAP12
MAPRE1,"['TROAP', 'MAPRE3', 'DST', 'AKAP9', 'MAPRE2', 'PRKAR2B', 'GAS2L1', 'PPP1R13L', 'MACF1', 'CLASP2', 'PDE4DIP', 'KIF18B']",MAPRE1
VCAM1,"['INTS8', 'BCS1L', 'SEMA4D', 'APOA1', 'WDFY3', 'TUBA4A', 'FANK1', 'PODXL2']",VCAM1
SLC26A2,"['LGALS3', 'SLC22A9', 'FAM189A2', 'LGALS8', 'SLC22A16', 'VAPB', 'ERGIC3', 'SLC22A6', 'PMEL', 'C12orf59']",SLC26A2
USP7,"['PHF7', 'POTEB', 'TULP3', 'ARHGEF6', 'ZBTB44', 'RYBP', 'PAK7', 'CCDC41', 'UBE2E3', 'PLEKHG5', 'RSBN1', 'GAS2L1', 'FAM170A', 'RBPJ', 'NKAP', 'TCEAL1', 'PLEKHO1', 'YAF2', 'POTEC', 'ARL6IP4', 'KHDRBS2', 'TCF25', 'ACD', 'ERCC3', 'PJA1', 'LCOR', 'MEAF6', 'TSEN15', 'PCGF6', 'NUAK2', 'C14orf179', 'TRIM35']",USP7
TOMM34,"['MEPE', 'COL10A1', 'SNRNP27', 'AKIRIN2', 'GPR21', 'USP47', 'ZNF490', 'SLC16A11', 'GTF2E2', 'CCDC82', 'C10orf125']",TOMM34
TUBE1,"['DEF8', 'C16orf59', 'FGL1', 'C14orf80', 'TUBD1']",TUBE1
ILF3,['ILF2'],ILF3
SLC32A1,"['CST1', 'RNF181']",SLC32A1
ABCC5,"['TRDN', 'SCN3B']",ABCC5
SEMA4D,"['VCAM1', 'SCGB1D1', 'ST8SIA4', 'SCGB2A2']",SEMA4D
SMYD3,"['HSP90AB1', 'KDM3B', 'RCAN3', 'HSP90AB4P', 'HSP90AA1', 'HSP90AB3P', 'HSP90AA5P']",SMYD3
CBWD2,"['TUBB1', 'TCERG1', 'METAP1', 'HSPA12A', 'SFTA2', 'CBWD7', 'CBWD1', 'CACHD1']",CBWD2
SFI1,['CETN1'],SFI1
GNAT3,"['RAB5C', 'GNAI1']",GNAT3
AP1M1,"['TLR2', 'FBXO4', 'TGOLN2', 'AP1S2', 'RNF19B', 'CPD']",AP1M1
PTTG1IP,['STX7'],PTTG1IP
ZNFX1,"['STRAP', 'OS9']",ZNFX1
TMEM135,['SMPD3'],TMEM135
PSMD12,"['UCHL5', 'EIF3L', 'PSMD13', 'PSMD14', 'PSMD1', 'PSMC1', 'EIF3H', 'CCDC92', 'EIF3M', 'PSMC2', 'KDELR1', 'C9orf96', 'PSMD2', 'PSMB3', 'PSMD11', 'EIF3E', 'PSMD3', 'TRIM11', 'PSMD4', 'PSMD10', 'PSMD5', 'PSMD7', 'ADRM1', 'PSMD8', 'PSMB9', 'PSMC5', 'CCDC74B', 'EIF3C', 'PSMD6', 'PSMC3', 'PSMC6', 'PSMC4']",PSMD12
CYHR1,"['UBE2K', 'SLC45A2', 'EPN3', 'LITAF', 'HAO2', 'DNAJB2', 'RABGEF1', 'SDC1', 'FAM189B']",CYHR1
TMEM237,"['PLUNC', 'FGB', 'C20orf114', 'EPX', 'LGALS8', 'ZG16B', 'LTF', 'PIGR', 'IGHA2', 'IGJ', 'IGHA1']",TMEM237
LAMP2,"['GUF1', 'TRUB2', 'HSPA12A', 'SFXN5', 'SFXN3', 'GPD1L', 'JAK1', 'CYP2S1', 'RHEB', 'AGPAT5', 'FPGS', 'ORC5', 'BDH1', 'C4orf29', 'NR2F2', 'MSTO1', 'ALDH6A1', 'BRF2', 'NEK6', 'GNL3L', 'PPTC7', 'TAZ', 'TTK', 'C3orf31', 'STK39', 'RAB18', 'PTPMT1', 'CDYL', 'DDX19B', 'GTPBP8', 'CDC6', 'GTPBP5', 'DYNC2LI1', 'XRCC3', 'PDXDC1', 'CHD1L', 'HELLS', 'MTX3', 'RBM14-RBM4', 'FAM105B', 'FAM118B']",LAMP2
NAA40,"['ATG7', 'TPP2', 'UBA52', 'HIST2H2AB', 'GLRX3', 'ANGEL2', 'METAP1', 'MCM2', 'SUPT16H', 'PARP2', 'XPC', 'H2AFY', 'SSRP1']",NAA40
SSX2B,"['SSX3', 'SSX2']",SSX2B
EHD4,"['TRIM11', 'TPCN2', 'C19orf54', 'OLFM3', 'VWA5A', 'ZFYVE20', 'EXOC8', 'NTRK3', 'IQCF1', 'PCDHB16', 'TNFRSF13B', 'C12orf59']",EHD4
KLHL23,"['AMDHD1', 'CTGF', 'C19orf45', 'OSBPL5', 'ACOT8', 'BCL7A', 'CUL3', 'HNRNPK', 'PLS3', 'PES1', 'LMO2', 'BSPRY', 'RGS3', 'TCP10L']",KLHL23
KCTD5,"['KCND2', 'PDZK1', 'KCTD17']",KCTD5
PCNA,"['CCNB1', 'FANCM', 'KIAA0101', 'CCNE1', 'CDKN1A', 'CCNA2', 'CDK2', 'CCNE2', 'FEN1']",PCNA
TMEM30A,"['HLA-B', 'ACVR2B', 'CHRNA5', 'LSR', 'PON2', 'UPK3BL', 'TMX4', 'CD1E', 'EDEM2', 'SMPD2', 'CYB5R1', 'MOSC1', 'TEX264', 'CGRRF1', 'TMED7', 'GRAMD1A', 'ANTXR1', 'EPHX1', 'C10orf58', 'TMEM67', 'SEC11C', 'APP', 'HLA-C', 'TMPPE', 'DHRS7', 'STK17B', 'CNNM1', 'BACE2', 'TMEM30B', 'RNF149', 'TMEM66', 'TMED3', 'MR1']",TMEM30A
TSPYL1,"['DDX24', 'FAM123B', 'KIAA0232', 'ZC3H18', 'SNX6', 'SIPA1L2', 'TRIM44', 'GPC3', 'AKAP11', 'OSBPL3', 'CSNK2A1', 'LCA5', 'MRS2', 'SPAG5', 'TSPYL4', 'NAP1L3', 'ZMYND8', 'ZNF687', 'PCM1', 'RPL18A', 'MAGEA4', 'FAM83H', 'EVI5L', 'PSME3', 'TSPYL2', 'RICTOR']",TSPYL1
SPPL3,"['SLC39A8', 'HTR3A', 'SLC22A16', 'SPPL2B', 'P2RX2', 'SLC6A15', 'SLC15A1', 'TPRA1', 'YIPF3', 'SLC18A1', 'GPR114', 'SLC2A12', 'CHRND', 'PDCD1', 'C3AR1', 'SLC1A5']",SPPL3
MCART1,"['SLC39A5', 'SLC22A9', 'SLC39A12', 'KIAA1467', 'CD27', 'MRAP2', 'SLC2A12', 'KCNC4', 'BTNL3', 'SCN2B']",MCART1
MAP2K7,"['VSIG4', 'PCDHGA5', 'C4BPB', 'DLK1', 'ADAM32', 'IL13RA2', 'PROZ', 'LAMP3', 'BSG', 'ANTXR1', 'LRP1', 'SPACA1', 'TPCN2']",MAP2K7
TSC22D1,"['CA10', 'TSC22D4', 'TSC22D3']",TSC22D1
ZNF91,['TRIM44'],ZNF91
CBWD6,"['CBWD1', 'HDAC7']",CBWD6
MBD3L1,"['ZNF296', 'ZNF521', 'CHD3', 'ZNF423', 'HDAC1', 'CDK2AP1', 'BEND7', 'BCL11A', 'MTA2', 'MTA3', 'RBBP7', 'RBBP4', 'CHD4', 'MTA1', 'ZNF219', 'GATAD2B', 'ZBTB2', 'GATAD2A', 'HDAC2']",MBD3L1
RPRD1B,"['SLC25A41', 'ACTL6A', 'STRAP', 'FGB', 'RECQL5', 'POLR2J', 'POLR2B', 'POLR2C', 'GPN3', 'RPRD2', 'LMO2', 'USP47', 'SUPT6H', 'GRINL1A', 'POLR2L', 'SNRNP27', 'KLHL20', 'ASB6', 'RPAP2', 'GPN1', 'POLR2A', 'POLR2G', 'RPRD1A', 'POLR2D', 'POLR2E', 'POLR2I', 'CTDP1']",RPRD1B
NDST2,"['SDF4', 'CRP', 'SCGB1D1', 'SIAE', 'SCGB2A2', 'LACRT', 'PTCH1', 'IGFBP1', 'PLAUR', 'IFNA21', 'ST8SIA4']",NDST2
SLC25A20,"['MMP26', 'KLK15', 'C1orf85', 'ARL15', 'MRAP2', 'ISLR', 'CLEC2D', 'NIT1', 'POLR3E']",SLC25A20
GSTA5,['GSTA2'],GSTA5
CDRT15,"['MAP4K5', 'DPY19L1', 'NUDT8', 'NRD1', 'CDRT15L2']",CDRT15
WDR5B,"['CCT3', 'SEPN1', 'HSF2', 'CCT2', 'NUDT9', 'RNF220', 'ZNRF2', 'SNRNP27', 'CCT6B', 'CCT4', 'RRP12', 'CCT6A', 'CCT7', 'CLTCL1', 'RPIA', 'TCP1']",WDR5B
FAM104A,"['UBXN2B', 'UBXN6', 'VCP']",FAM104A
LLGL2,"['TOPORS', 'THRAP3', 'UBE2A', 'PARD6G', 'C1QBP', 'GTPBP4', 'UBE2O', 'HMG20B', 'PPFIA1', 'KBTBD7', 'DDA1', 'C19orf29', 'BRWD3', 'PARD6B', 'VPRBP', 'KIAA0182', 'CSNK2A1', 'NKTR', 'RAD18', 'C18orf25', 'NKAP', 'ZMYND8', 'ZNF687', 'ZNF592', 'PRKCI', 'PRKCZ', 'HMG20A', 'KBTBD6', 'RCOR1', 'NEK7', 'IFI30', 'RCOR3', 'RAB30', 'DIEXF', 'TRIM26']",LLGL2
DIDO1,"['CAPN13', 'CAMK2D', 'ID2', 'HCFC2', 'SFPQ', 'JMJD6']",DIDO1
B4GALT3,"['GPR89C', 'SLC19A2', 'CRP', 'ATP5F1', 'ATP5B', 'IL13RA2', 'TMEM120A', 'CGRRF1', 'XYLT2', 'HLA-DPA1', 'REEP4', 'ATP6V0A2', 'UBE4A', 'GOLGA5', 'ATP5G1', 'SGK196', 'GALNT6', 'ASPHD2']",B4GALT3
STAM,"['SNX1', 'TRAF7', 'HGS', 'NCEH1']",STAM
KIAA1804,"['HAVCR2', 'HIF1AN', 'SLX1A']",KIAA1804
TGIF2LX,['TGIF2LY'],TGIF2LX
PDGFC,['CREB3'],PDGFC
WDR8,['WRAP73'],WDR8
ZNF335,['RPSA'],ZNF335
NIPA2,"['YIPF3', 'FPR2']",NIPA2
COX4I1,"['COX5A', 'C7orf55', 'CORO1A', 'DBT']",COX4I1
C13orf34,"['TSHR', 'PLK1', 'UBE2CBP', 'RABGGTB', 'LYPD4', 'DNAJB11', 'WNT4', 'AARSD1', 'NXF2', 'PIGT', 'DNA2', 'EPHA7']",C13orf34
PIK3CB,"['CDH5', 'PIK3R3', 'CHRM3', 'EFNB2', 'FLRT1', 'PIK3R2', 'PCBP1', 'IL20RA', 'GRB2', 'RNF19B', 'MANSC1', 'PTGER3', 'NLGN3', 'C12orf59', 'HAVCR2', 'CACNG5', 'P4HA2', 'DOCK5', 'RAPGEF5', 'ZDHHC1', 'TGFBR2']",PIK3CB
TMEM214,"['ARSG', 'ZACN', 'LYPD3', 'TNFRSF10B', 'HS3ST2', 'KIAA1467', 'GPC1', 'LYPD6', 'SEMA7A', 'C16orf58', 'CCDC107', 'DLK1', 'STS', 'MPPE1', 'OPCML', 'ASGR2', 'KIR3DL2', 'CSGALNACT2', 'TLR1', 'CSGALNACT1', 'ADPGK', 'DPEP1', 'TLR2', 'UPK1A', 'PTPRN', 'HLA-DQA1', 'HMOX2']",TMEM214
TYSND1,"['HSPA8', 'TEKT3', 'ANKRD40', 'JOSD2', 'STUB1']",TYSND1
NEUROG3,"['DDX56', 'DDX51', 'TCF4', 'MYO9B', 'DHX35', 'YY1AP1', 'RTEL1', 'ZNF579', 'C1QBP', 'TEX10', 'TCF12', 'ZNF100', 'CHCHD2P9', 'TMTC4', 'NOP56', 'FAM82A2', 'PHF10', 'DCAF4', 'ID4', 'FAM82A1', 'ZNF593', 'ASPM', 'HERC1', 'TEP1', 'HES6', 'RECQL4', 'RRP1', 'EME1', 'DHX57', 'FLJ36031', 'GXYLT2', 'ADCY6', 'SETX', 'ZNF638', 'FBL', 'TCF3', 'GTF3C2', 'NTN1', 'ZNF496', 'ARID3B', 'ZNF430', 'C21orf70']",NEUROG3
TSHR,"['POTEF', 'ITPA', 'MOCOS', 'TUBA4A', 'LAMA3', 'C13orf34', 'PC', 'MLF1']",TSHR
DFFB,"['PRKACB', 'UBB', 'MAGOH', 'DFFA', 'NEFH', 'LRRC15', 'PKN2', 'PTPN13']",DFFB
FAM192A,"['CCDC69', 'CAMTA2', 'MRPS34', 'TP53TG5', 'RASL10B', 'HUS1B', 'PSMB9', 'RPL15', 'PSMB3', 'RAB40A', 'PSME3', 'C1orf63', 'PPM1E', 'CLK3', 'IL17RE', 'RAB40AL']",FAM192A
KIR3DS1,"['SERPINB2', 'PPL', 'ALOX12B', 'CALML5', 'CTSL2', 'SERPINB7', 'SERPINA12', 'SERPINB4', 'KLK7', 'GM2A', 'SERPINB5', 'IL1F9', 'CALML3', 'POF1B', 'RNASE7', 'LCN2', 'IVL', 'LOC100287457', 'FLG', 'SERPINB3']",KIR3DS1
PIGR,"['ZNF491', 'SNX27', 'TMEM237', 'SSFA2', 'SNRPF', 'GKN1', 'RHOBTB1', 'NARG2', 'NPB', 'GTF2B', 'PCK2', 'FRMD1', 'HBM', 'PLEKHG6', 'HVCN1', 'UCP2', 'DDX31']",PIGR
IARS2,"['MTO1', 'IFT122', 'ESPL1', 'MRPL21', 'YBEY', 'TMEM25', 'EPHA4', 'GAK', 'ASPM', 'FANCA', 'NDUFS7', 'CELF5', 'EPHA7', 'STAT2', 'BBS1', 'MBNL1', 'C17orf71', 'DHX40', 'DDX11', 'ACSM5', 'ASB8', 'TMEM70']",IARS2
PRMT8,"['THRAP3', 'CHTOP', 'GIMAP2', 'FAM120A', 'TIGD7', 'THOC4', 'HNRNPR', 'INA', 'HNRNPA1', 'HNRNPUL2', 'BCLAF1', 'ZSCAN1', 'VIM', 'FBXW11', 'DHX9', 'PRMT1', 'SYNCRIP', 'ANGEL2', 'HNRNPK', 'SCAF11', 'HNRNPU', 'EWSR1', 'SPDEF', 'LSM14A']",PRMT8
PLXNA3,"['HLA-E', 'SCGB1D1', 'SCGB2A2']",PLXNA3
MRPL30,"['MRPL41', 'MRPL12', 'RPL13', 'ZNF317', 'RBMS3', 'MRPL47', 'RPS8', 'MRPL28', 'MRPL10', 'MRPL4', 'IKZF5', 'MRPL39', 'MRPS30', 'MRPL42', 'MRPL50', 'MRPL35', 'PDGFB']",MRPL30
HIP1,"['CCDC67', 'CPNE2', 'HIP1R']",HIP1
RER1,"['C22orf41', 'DPEP1', 'SLC2A12', 'UPK1A']",RER1
RNASE2,['PCP2'],RNASE2
TMEM115,"['SLC22A9', 'SCN3B']",TMEM115
TUBGCP4,"['LGALS3BP', 'VSIG1', 'TUBGCP5', 'BTRC', 'MZT2B', 'TUBG2', 'OPRM1', 'FBXW11', 'TXNDC12', 'TOR1AIP2', 'FPR2', 'APLNR', 'PDCD1', 'MZT1', 'PRICKLE3']",TUBGCP4
TYW1,"['GDPD5', 'PCDHGA5', 'RNF170', 'PCDHA3', 'IL17RC', 'PDGFRB', 'GPR156', 'BTN2A1', 'KCNS3', 'DLK2', 'ADAM33', 'KBTBD5', 'PMEL', 'IL17RB', 'KCNC4', 'CHRND', 'NMUR2', 'ATP6V0A2', 'SPINT2', 'LRRTM1', 'TSPAN17', 'FAM189A2', 'TMPRSS3', 'PCDHAC1', 'ZNRF4', 'RGS20', 'PCDHGB4', 'C21orf63']",TYW1
FER,['ARC'],FER
CCDC138,"['PAK7', 'STX12', 'DCTN2']",CCDC138
ADK,['FGB'],ADK
BEND7,"['MBD3L1', 'DGCR8', 'LRP4', 'C1QBP', 'ZNF219']",BEND7
POLRMT,"['CLEC11A', 'PPP6R2', 'MRPL12', 'CACNG5', 'VWCE', 'KCTD17', 'TRIM10', 'LTBR', 'DHX32', 'NFKBIA', 'NELL1', 'NELL2']",POLRMT
FASN,"['USP22', 'PTGR2']",FASN
CLPB,"['MDM2', 'TRIM11', 'EIF5', 'NAP1L5', 'MTIF2', 'KIAA1191', 'KIAA0664', 'GTPBP10', 'ARFIP1', 'PAG1', 'SETDB1', 'EXOG', 'UCHL3']",CLPB
PGLYRP1,"['CNRIP1', 'IFNA2']",PGLYRP1
BACH2,"['BATF3', 'TULP3', 'FOSL2', 'MAFF']",BACH2
RALGPS2,"['YWHAZ', 'YWHAG']",RALGPS2
RGS8,"['UBR2', 'NXT2']",RGS8
BCAS3,"['MAGEE1', 'VWA5A', 'WIPI2', 'DOCK5', 'IL17RA', 'RAB2B', 'C16orf70']",BCAS3
VENTX,"['AES', 'TLE3', 'TLE4', 'TLE1']",VENTX
POLR2L,"['RPRD1B', 'POLR3GL', 'PIH1D1', 'GRINL1A', 'POLR2G', 'POLR3D', 'POLR2D', 'RCCD1', 'LMO2', 'ASB6', 'SKAP1', 'POLR2E', 'POLR1C', 'GPN3', 'GPN2']",POLR2L
TM9SF1,['CLEC2D'],TM9SF1
RPL17,"['SART3', 'RRS1', 'DGCR8', 'MECP2', 'ZNF2', 'ZNF71', 'NAP1L1', 'ZC3HAV1', 'MAGEB10']",RPL17
KIAA1826,['RALBP1'],KIAA1826
ADAM9,"['GPHA2', 'LYZL2', 'SLAMF1', 'SCGB1D4', 'LYZL1', 'ADAM32', 'PTPRK', 'INSL5', 'FIGF', 'TMEM25', 'CD1B']",ADAM9
FBXO2,"['RNASET2', 'VASN', 'CBLN4', 'NTM', 'BOC', 'SERPINA5', 'AMIGO3', 'CHST12', 'OPCML', 'BCHE', 'ADAM33', 'SLAMF7', 'TMPRSS11B', 'PVRL3', 'AZU1', 'ACCN4', 'ALCAM', 'ERO1LB', 'GDF9', 'ST6GALNAC5', 'GIF']",FBXO2
GCNT1,"['UBA52', 'SCGB2A2', 'SLC25A46', 'PTCH1', 'LRP1', 'ISLR', 'TTC19']",GCNT1
CASC1,"['C1orf103', 'MYO9A', 'RUNDC1']",CASC1
MAPK11,['MAPKAPK3'],MAPK11
ZNF200,['C10orf18'],ZNF200
GNA14,['DUSP22'],GNA14
IQSEC1,"['FAM196A', 'SKP2', 'P4HA2', 'APBA2', 'MLLT6']",IQSEC1
GSTT2,['THEM4'],GSTT2
NAA11,['RIN2'],NAA11
VANGL1,"['EPB41L5', 'JPH4', 'FGF8', 'PNN', 'GPR156', 'SDC2', 'NXF2', 'MANSC1', 'SDC1', 'CD44', 'TNFRSF1A', 'DVL3', 'ZC3H18', 'CD83', 'PRICKLE3']",VANGL1
UQCRH,"['ACTR10', 'ERBB3', 'DCTN3', 'CYTB', 'UQCRC1', 'DCTN2', 'SERPINB1', 'UQCRQ', 'DCTN4', 'TUBB', 'HDAC10', 'DOCK11', 'UQCRB', 'FAM131B', 'UQCRC2', 'FUCA2', 'COX7A2L', 'ACTR1B', 'PEX19', 'DCTN6', 'DCTN5', 'SLC39A4', 'PROC', 'CYC1']",UQCRH
RFPL1,['RFPL3'],RFPL1
MRPS35,"['RPL18', 'MRPS34', 'RG9MTD3', 'AURKAIP1', 'RPS8', 'HNRPDL', 'ZNF169', 'ZNF707', 'ZC3H3', 'ZNF263', 'HNRNPA1', 'DAP3', 'GLTSCR2', 'E4F1', 'ZNF331', 'NOL12', 'ZBTB38', 'ZBTB48', 'RRS1', 'FGF8', 'SNRNP70', 'MRPS11', 'RPL6', 'PPAN', 'ZNF2', 'ZFC3H1', 'CCDC59', 'PDGFB', 'H2AFX', 'RBM42', 'MRPS31', 'TRA2A', 'MRPS15', 'MRPS27', 'ZC3HAV1', 'ZNF324B']",MRPS35
POLG2,"['ADNP', 'IFIT2', 'HOMER3', 'GLDC', 'POLG', 'ALDH6A1', 'SEC22C']",POLG2
ROCK1,"['MAGEB4', 'ROCK2', 'ADD2', 'IL20RA']",ROCK1
POLR2E,"['POLR3H', 'RECQL5', 'POLR2I', 'POLR3C', 'CSNK2B', 'POLR1E', 'GPN3', 'RPRD1B', 'CD3EAP', 'POLR3G', 'CSNK2A1', 'LMO2', 'POLR1C', 'PPP1CA', 'POLR3E', 'C11orf84', 'PIH1D1', 'GRINL1A', 'UXT', 'POLR2L', 'ZNF589', 'POLR1B', 'POLR3D', 'POLR1A', 'RPAP2', 'CSNK2A2', 'POLR3K', 'POLR2A', 'POLR3A', 'POLR2G', 'POLR3B', 'HELB', 'POLR3F', 'C19orf2', 'POLR2D', 'BRMS1', 'SUPT6H', 'ST7']",POLR2E
LINGO1,"['HIST2H2AC', 'LMAN2L', 'C1orf65', 'LRFN4', 'SLC5A11', 'C4orf32', 'PON2', 'LINGO2', 'LRRC33', 'PSMG2', 'PCDHB11', 'NGLY1']",LINGO1
GDPD3,"['ZIC1', 'CCDC103', 'AIRE', 'PDE4DIP', 'NPPA']",GDPD3
CAMKK1,"['TRIM11', 'KIAA0355', 'RUVBL1', 'LPIN3', 'RUVBL2']",CAMKK1
RTN4RL2,"['LGALS3', 'LRRC33']",RTN4RL2
NSUN4,"['SLC25A41', 'RPL18', 'RPL13', 'AURKAIP1', 'FGF8', 'ZNF324B', 'RPL30', 'MND1', 'HSPD1', 'DENR', 'CA10', 'INSL3', 'BPNT1', 'C11orf57', 'C7orf45', 'KBTBD7']",NSUN4
ANKHD1,"['TRIM41', 'TULP3', 'HOXC4', 'ZC3H3', 'ZNF263', 'STX11', 'IRF9', 'NOB1', 'SFRP4', 'RBM23', 'C6orf141', 'FOSL2', 'FGF8', 'CERKL', 'SIX2', 'H2AFX', 'IL17RA', 'MAGEA1', 'HOXD4', 'ZNF433', 'FGF3', 'AKAP17A', 'CDX1']",ANKHD1
MECR,"['PPA2', 'TAS2R41']",MECR
ZKSCAN1,"['VWCE', 'PGBD1', 'ZNF397', 'STX12', 'RFPL4B', 'ZNF232', 'ZKSCAN4', 'APBA3', 'TNFRSF19', 'STX7', 'ZNF24', 'PSME3', 'ZNF483', 'ZCCHC7', 'PRKG1', 'CEP72', 'ZSCAN20', 'ZNF434']",ZKSCAN1
SPEM1,"['PPP1R1A', 'PRG2']",SPEM1
A4GNT,"['FAM69A', 'ARF5', 'C10orf58', 'RNF167', 'POTEF', 'ABHD14A', 'ICK', 'IMPA2', 'FANK1', 'FAM3C', 'JMJD8']",A4GNT
PAPLN,"['B3GALTL', 'DPY19L3', 'ZNF507', 'KIF2C', 'THOP1', 'NIF3L1', 'PKM2', 'KLHL36']",PAPLN
EPHA4,"['UMPS', 'FABP1', 'CPA5', 'MMP26', 'RIPK3', 'TUBB2B', 'RFC4', 'CYP1A2', 'CEACAM21', 'GPN3', 'TBC1D22A', 'HDAC10', 'TUBB', 'TSPAN3', 'KLRG2', 'GNAZ', 'EPHA7', 'EFNB3', 'RTDR1', 'ARMC6', 'OS9', 'SLC1A1', 'IARS2', 'GBP5', 'FAM118B']",EPHA4
C20orf7,"['CDK5RAP1', 'MRPL21', 'PPM1E', 'XRCC2', 'NELF', 'DTX3', 'PPA2', 'CTH', 'NPPA', 'TRMT61B', 'NME2P1', 'METTL2A', 'FDPS', 'C17orf90', 'RAD51L3', 'MRPL38', 'NDUFA10', 'NDUFS7', 'HBA2', 'HBB', 'NDUFS3', 'GRPEL2', 'KLHL22', 'AVP', 'MRPL43', 'C17orf89']",C20orf7
COMMD10,"['COMMD7', 'VPS29', 'COMMD5', 'CCDC22', 'C11orf73', 'DSCR3', 'TPRKB', 'TRAF7', 'FAM45A', 'COMMD8', 'TRIM13', 'COMMD4', 'COMMD6', 'COMMD2', 'COMMD3', 'COMMD1', 'COMMD9', 'FKBP15', 'C16orf62', 'TCTEX1D2', 'ACOT9', 'CCDC93', 'TP53RK']",COMMD10
ATP12A,"['HLA-B', 'CTDSP1', 'SLAMF1', 'C1orf85', 'ITM2A', 'CD300C', 'FPR2', 'ADORA3', 'HS2ST1', 'HSD17B6', 'DLK1', 'AGK', 'IL13RA2', 'SUSD4', 'SLC37A3', 'SLC15A1', 'PTH1R', 'PTGFR', 'FAM174A', 'TUSC5', 'GRPR', 'CLEC2D', 'RAB2B', 'GPR77', 'SLC2A5', 'FAM134C', 'IRGC', 'MRAP2', 'TACR1', 'ENSA', 'TIMM23', 'PRG3', 'TNFRSF9', 'TMEM223', 'SPINT2', 'DHCR24', 'ART3', 'RARS2', 'TMEM206', 'TRABD', 'WBP1', 'FEZ1', 'S1PR1', 'SRPRB', 'ODF4', 'FCGR3B', 'AGTR1', 'ATP1B3', 'C1QB', 'TMED2', 'P2RY14']",ATP12A
BUD31,"['C16orf57', 'TSSC4', 'WDR83', 'SNRPN', 'SNIP1', 'AKIRIN2', 'SNRPA1', 'SYF2', 'C11orf57', 'KIAA1143', 'PPIE', 'RNASE1', 'PRPF19']",BUD31
STS,"['FAM134A', 'LYZL1', 'LRRC8A', 'GJA1', 'FUT8', 'GPHN', 'ATP11C', 'SLC30A1', 'CISD2', 'JAG2', 'CKAP4', 'SIDT2', 'LMBR1', 'GOLGA5', 'TBC1D22B', 'TMEM214', 'SUMF1', 'ZDHHC6', 'MBOAT7', 'ABCB8', 'ALG9']",STS
