Genes,caudate,cerebral cortex,hippocampus,hypothalamus,Norm_Symbol
ATP6AP1L,1,0,0,0,ATP6AP1L
ACVRL1,0,0,0,0,ACVRL1
NPIPA5,1,2,1,0,NPIPA5
PARP2,2,3,3,0,PARP2
PIAS1,3,3,3,0,PIAS1
C10orf99,0,0,1,0,C10orf99
ATP2B2,3,3,3,0,ATP2B2
RNF40,2,1,2,0,RNF40
GLIPR1L1,1,3,2,0,GLIPR1L1
DDB2,0,0,0,0,DDB2
TRIM44,0,0,0,0,TRIM44
PROP1,1,1,0,0,PROP1
DARS2,2,3,1,0,DARS2
FDCSP,2,2,2,0,FDCSP
ZFAND3,1,0,1,0,ZFAND3
PLXNB3,3,3,3,0,PLXNB3
HP,0,2,1,0,HP
OMA1,0,0,1,0,OMA1
TPRKB,0,0,0,0,TPRKB
ZDHHC6,0,0,0,0,ZDHHC6
HAND1,2,2,2,0,HAND1
MAP3K11,2,3,3,0,MAP3K11
SDHAF2,0,0,0,0,SDHAF2
PMCH,0,0,0,0,PMCH
CDK4,0,2,0,0,CDK4
GALNT2,3,2,2,0,GALNT2
CLDND1,0,0,1,0,CLDND1
CEP57,0,0,0,0,CEP57
FNDC1,2,3,3,0,FNDC1
IGSF21,2,3,3,0,IGSF21
TAS1R1,0,0,3,0,TAS1R1
KRTAP24-1,2,2,2,0,KRTAP24-1
PROB1,1,1,1,0,PROB1
SIAH2,1,2,1,0,SIAH2
VKORC1L1,1,1,2,0,VKORC1L1
TEX14,0,0,0,0,TEX14
PSG3,0,0,0,0,PSG3
UMAD1,2,2,3,0,UMAD1
SMIM18,2,2,2,0,SMIM18
ITGA5,0,0,0,0,ITGA5
MIER1,0,0,0,0,MIER1
DBNDD2,0,0,0,0,DBNDD2
CDC42EP3,0,1,2,0,CDC42EP3
RUNX3,0,0,0,0,RUNX3
LAD1,0,0,0,0,LAD1
RAB7A,1,2,0,0,RAB7A
SLURP1,0,0,0,0,SLURP1
CDH3,0,0,0,0,CDH3
CWC15,0,1,1,0,CWC15
CUL4B,1,3,1,0,CUL4B
PTPRU,1,2,0,0,PTPRU
S100A7A,0,0,0,0,S100A7A
TSHZ1,0,0,0,0,TSHZ1
SAXO2,3,3,3,0,SAXO2
SLCO6A1,0,0,0,0,SLCO6A1
MAPK6,1,1,2,0,MAPK6
NCF2,0,1,0,0,NCF2
ZNF337,1,0,0,0,ZNF337
STAT4,0,3,3,0,STAT4
ATP13A2,2,2,1,0,ATP13A2
DNAJC18,3,2,3,0,DNAJC18
TG,0,0,0,2,TG
SCGN,1,0,0,0,SCGN
MITD1,0,0,0,0,MITD1
MCRIP1,0,0,0,0,MCRIP1
ZSCAN31,0,2,0,0,ZSCAN31
WLS,3,3,1,0,WLS
ZDHHC18,2,3,2,0,ZDHHC18
SELENON,0,0,0,0,SELENON
PRPF8,3,2,0,0,PRPF8
COQ7,2,3,2,0,COQ7
MRPL1,0,0,0,0,MRPL1
ANKRD39,2,1,0,0,ANKRD39
GID8,0,0,0,0,GID8
ERAP2,2,2,2,0,ERAP2
EXOC6,0,2,0,0,EXOC6
AMY1A,2,1,1,0,AMY1A
HNRNPA2B1,1,2,1,0,HNRNPA2B1
PRKAB1,2,3,2,0,PRKAB1
LMO4,3,3,3,0,LMO4
CLCA1,0,0,0,0,CLCA1
SLC13A5,0,2,2,0,SLC13A5
ARHGAP31,1,1,0,0,ARHGAP31
DDX11,0,0,0,0,DDX11
NT5C2,0,0,0,0,NT5C2
AGO4,0,0,0,0,AGO4
PPP1R14B,0,0,0,0,PPP1R14B
KRT81,0,0,0,0,KRT81
PPP6R1,0,1,1,0,PPP6R1
CDYL2,0,0,0,0,CDYL2
TMEM121B,0,0,0,0,TMEM121B
PSMC5,0,2,0,0,PSMC5
NQO1,3,3,2,0,NQO1
LIPT2,1,1,1,0,LIPT2
HYDIN,0,2,1,0,HYDIN
C19orf81,2,2,1,0,C19orf81
ARL2BP,0,0,0,0,ARL2BP
DYRK4,3,3,3,0,DYRK4
LATS2,0,0,0,0,LATS2
RSPH10B,1,1,1,0,RSPH10B
HADHB,3,3,3,0,HADHB
GZMM,0,0,0,0,GZMM
DEF8,3,0,1,0,DEF8
CROCC2,0,0,0,0,CROCC2
CHML,0,0,0,0,CHML
ADD3,0,0,0,0,ADD3
ATP6V1F,2,2,0,0,ATP6V1F
CTH,0,0,0,0,CTH
TSSC4,2,1,1,0,TSSC4
GSTA1,0,2,0,1,GSTA1
KCNK1,1,2,2,0,KCNK1
PSAT1,2,1,0,0,PSAT1
CYREN,0,0,0,0,CYREN
TXN,2,2,1,0,TXN
R3HDML,2,2,1,0,R3HDML
CSHL1,0,0,0,0,CSHL1
EVL,0,0,0,0,EVL
GABPA,0,0,0,0,GABPA
RFX5,3,3,3,0,RFX5
GOLM1,0,0,0,0,GOLM1
ZBTB43,0,1,0,0,ZBTB43
UBC,3,3,2,0,UBC
SURF2,3,3,2,0,SURF2
CD180,2,3,2,0,CD180
PDCL3,0,0,0,0,PDCL3
AGL,0,1,1,0,AGL
PROS1,2,1,2,0,PROS1
FGG,2,2,2,0,FGG
ZNF358,0,0,0,0,ZNF358
DGUOK,3,3,3,0,DGUOK
CDC37L1,0,1,1,0,CDC37L1
SHLD3,0,0,0,0,SHLD3
SPCS1,2,2,2,0,SPCS1
EML2,0,0,0,0,EML2
CHST7,0,0,0,0,CHST7
TBC1D21,0,0,0,0,TBC1D21
ANXA9,0,0,0,0,ANXA9
AASDH,0,0,0,0,AASDH
ZNF592,2,2,2,0,ZNF592
ANAPC11,1,2,1,0,ANAPC11
CLEC12A,2,1,0,0,CLEC12A
C3,0,1,0,0,C3
FGF3,2,2,2,0,FGF3
ARHGEF6,2,2,1,0,ARHGEF6
TRIM66,0,0,0,0,TRIM66
MYCBP,1,2,0,0,MYCBP
RFX1,0,0,0,0,RFX1
TFB1M,0,2,0,0,TFB1M
SINHCAF,1,2,2,0,SINHCAF
ABCA2,0,0,0,0,ABCA2
PRAC1,0,0,0,0,PRAC1
ATE1,0,0,0,0,ATE1
NSD1,0,0,0,0,NSD1
ARFIP2,0,0,0,0,ARFIP2
ZNFX1,1,1,2,0,ZNFX1
GGT2,0,0,0,0,GGT2
ADA,2,3,1,0,ADA
GOLGA6C,1,2,2,0,GOLGA6C
TIMM17B,1,1,0,0,TIMM17B
NID1,0,0,0,0,NID1
LRRC37A3,0,0,0,0,LRRC37A3
SLC20A2,0,1,1,0,SLC20A2
DGKG,0,0,0,0,DGKG
NCS1,3,3,3,0,NCS1
CYP11A1,0,0,0,0,CYP11A1
SCG2,0,0,0,0,SCG2
AKR1C2,0,0,0,0,AKR1C2
UVSSA,1,0,0,0,UVSSA
RNF186,1,1,1,0,RNF186
ABLIM3,1,1,1,0,ABLIM3
STK10,0,0,0,0,STK10
ZNF112,2,2,2,0,ZNF112
C1orf226,0,0,0,0,C1orf226
HOXA6,2,2,2,0,HOXA6
WDR77,2,2,2,0,WDR77
S100B,0,0,0,0,S100B
TXNDC16,0,0,0,0,TXNDC16
EIF3I,0,0,0,0,EIF3I
C1orf159,2,2,2,0,C1orf159
APBB1IP,2,2,2,0,APBB1IP
CADM3,2,3,3,0,CADM3
CYB561,1,0,0,0,CYB561
CYBB,0,1,0,0,CYBB
IKBKB,2,2,2,0,IKBKB
H2BC6,1,0,0,0,H2BC6
SERPINA6,2,3,2,0,SERPINA6
CSAD,0,0,0,0,CSAD
LMF2,0,0,0,0,LMF2
WBP11,0,0,0,0,WBP11
GPR143,0,0,0,0,GPR143
SLC1A2,0,0,0,0,SLC1A2
FGFR3,2,2,2,0,FGFR3
NUDC,0,2,1,0,NUDC
FNBP1L,2,2,1,0,FNBP1L
ACSL4,1,2,2,0,ACSL4
KCNC1,3,3,2,0,KCNC1
DHRS7,2,3,2,0,DHRS7
EPHA4,1,1,1,0,EPHA4
PRMT7,1,0,1,0,PRMT7
HAUS1,1,0,1,0,HAUS1
CEP44,0,1,0,0,CEP44
RPL6,1,0,1,0,RPL6
EPN2,0,0,0,0,EPN2
CTTN,0,0,0,0,CTTN
HES5,2,2,2,0,HES5
MAGEB6,0,0,3,0,MAGEB6
PGM1,1,2,2,0,PGM1
TYRO3,2,3,3,0,TYRO3
AKAP17A,0,0,0,0,AKAP17A
SYT4,3,3,3,0,SYT4
FBXO21,1,1,0,0,FBXO21
NEB,0,0,0,0,NEB
TYR,3,3,3,0,TYR
RPL10A,1,1,0,0,RPL10A
LZTS3,0,0,0,0,LZTS3
KLHL5,2,3,2,0,KLHL5
BANP,0,0,0,0,BANP
SEPTIN2,3,3,3,0,SEPTIN2
SYTL2,2,2,2,0,SYTL2
NLRX1,2,2,0,0,NLRX1
SPATA33,2,2,0,0,SPATA33
EPS15,0,0,0,0,EPS15
RPS18,0,2,0,0,RPS18
TIPIN,2,1,1,0,TIPIN
H4C14,1,2,2,0,H4C14
CDC16,0,0,0,0,CDC16
FIS1,2,2,2,0,FIS1
CCDC122,1,1,1,0,CCDC122
CCDC6,3,2,0,0,CCDC6
EFNB3,2,1,2,0,EFNB3
PSMA6,2,2,2,0,PSMA6
TADA3,2,2,2,0,TADA3
SMIM24,0,2,1,0,SMIM24
TIMM29,2,1,2,0,TIMM29
PTK2,0,0,0,0,PTK2
HOXB13,3,3,3,0,HOXB13
GIPC1,2,2,2,0,GIPC1
EHD2,2,3,3,0,EHD2
OR51E1,2,2,1,0,OR51E1
CST5,0,0,0,0,CST5
SPATA24,1,1,0,0,SPATA24
PDIA2,0,0,0,0,PDIA2
RALY,2,3,2,0,RALY
ANO6,0,0,0,0,ANO6
ZNF280C,1,2,2,0,ZNF280C
HTRA3,2,1,1,0,HTRA3
SPRYD4,2,2,2,0,SPRYD4
PDGFB,0,2,2,0,PDGFB
RNF114,0,2,0,0,RNF114
ERGIC3,1,2,2,0,ERGIC3
MYH10,2,3,2,0,MYH10
OXCT2,0,1,0,0,OXCT2
CITED2,0,0,0,0,CITED2
ZNF260,0,0,0,0,ZNF260
NUDT11,0,0,0,0,NUDT11
FANCE,1,2,1,0,FANCE
FXYD3,2,3,2,0,FXYD3
ERP27,0,0,0,0,ERP27
SNCA,1,2,2,0,SNCA
APOC1,1,0,0,0,APOC1
SLC5A1,2,2,1,0,SLC5A1
ANAPC16,1,1,1,0,ANAPC16
MT3,0,0,0,0,MT3
SLC38A5,1,1,2,0,SLC38A5
PPIG,1,1,2,0,PPIG
CHGB,2,2,2,0,CHGB
RPS28,2,2,2,0,RPS28
GSTA4,0,0,0,0,GSTA4
DAPP1,1,2,2,0,DAPP1
RLBP1,2,3,3,0,RLBP1
PSMD9,2,2,3,0,PSMD9
MYL6B,0,0,0,0,MYL6B
TOP2B,2,3,3,0,TOP2B
CAPS,3,3,2,0,CAPS
TSPEAR,0,0,0,0,TSPEAR
USP1,2,3,2,0,USP1
HSPA12A,1,2,2,0,HSPA12A
PDCD7,2,2,2,0,PDCD7
PHF23,0,1,2,0,PHF23
JUND,0,1,0,0,JUND
SDHAF3,1,0,0,0,SDHAF3
COPE,2,2,2,0,COPE
DNAJC1,2,2,2,0,DNAJC1
NELL1,0,0,0,0,NELL1
IER3IP1,3,3,3,0,IER3IP1
PARP3,2,3,3,0,PARP3
TTC30B,0,0,0,0,TTC30B
HTR1E,0,0,0,0,HTR1E
LUM,0,0,0,0,LUM
F3,0,1,1,0,F3
CYP2A7,0,1,0,0,CYP2A7
GBA2,3,3,3,0,GBA2
GLIPR2,0,1,0,0,GLIPR2
RASSF9,0,1,0,0,RASSF9
NAA35,0,0,0,0,NAA35
RANBP3,0,0,0,0,RANBP3
FCHO1,0,0,2,0,FCHO1
SMAD7,2,3,3,0,SMAD7
RABIF,0,0,0,0,RABIF
ATP6V1G2,0,0,0,0,ATP6V1G2
TOB2,2,1,1,0,TOB2
ZNF444,1,1,0,0,ZNF444
UBAP2,0,0,0,0,UBAP2
SLC15A3,3,2,2,0,SLC15A3
MEOX2,2,3,2,0,MEOX2
SULT4A1,0,0,0,0,SULT4A1
C2orf50,0,1,0,0,C2orf50
DNAI2,2,3,2,0,DNAI2
KRT5,0,0,0,0,KRT5
TFAP4,0,0,0,0,TFAP4
C12orf57,1,1,1,0,C12orf57
FNIP2,0,0,0,0,FNIP2
BEX1,0,0,0,0,BEX1
ACADS,0,0,0,0,ACADS
FLII,0,0,0,0,FLII
GOLT1B,2,3,3,0,GOLT1B
CFAP52,2,3,3,0,CFAP52
CRYZ,1,2,2,0,CRYZ
GPC4,0,0,0,0,GPC4
PDE12,1,0,0,0,PDE12
TRIM24,0,2,0,0,TRIM24
CD82,0,0,0,0,CD82
SEPTIN6,2,2,2,0,SEPTIN6
HMMR,2,3,1,0,HMMR
COL5A1,0,1,1,0,COL5A1
CRIP1,0,0,0,0,CRIP1
C17orf75,3,3,3,0,C17orf75
STOML3,1,2,1,0,STOML3
GHR,2,2,2,0,GHR
TMED2,0,0,0,0,TMED2
NLGN4X,0,0,2,0,NLGN4X
RECQL4,2,2,2,0,RECQL4
IFI44,0,0,0,0,IFI44
IKBKE,2,2,2,0,IKBKE
BTK,2,1,2,0,BTK
CAPG,3,2,2,0,CAPG
SLC3A1,0,0,0,0,SLC3A1
DCAF8,1,2,2,0,DCAF8
RANBP6,0,0,0,0,RANBP6
SRGN,1,2,2,0,SRGN
GPATCH11,0,1,1,0,GPATCH11
SNX5,0,0,0,0,SNX5
INSL6,1,1,1,0,INSL6
ZMPSTE24,1,2,1,0,ZMPSTE24
HYOU1,3,3,3,0,HYOU1
MRPL16,1,1,1,0,MRPL16
MRPS11,0,0,0,0,MRPS11
GPR155,3,3,2,0,GPR155
GTF2I,2,2,3,0,GTF2I
TBX2,0,2,0,0,TBX2
C15orf40,2,2,2,0,C15orf40
RHOXF2,2,3,2,0,RHOXF2
PRADC1,0,2,1,0,PRADC1
VWA7,0,0,0,0,VWA7
ATRX,3,3,3,0,ATRX
MSANTD2,2,1,0,0,MSANTD2
HMOX1,0,0,0,0,HMOX1
RAB3D,0,0,0,0,RAB3D
IFFO1,2,3,3,0,IFFO1
MAP3K2,2,3,3,0,MAP3K2
TRMT10C,0,0,0,0,TRMT10C
SGMS1,0,0,0,0,SGMS1
GNE,0,0,0,0,GNE
APOBEC2,0,0,0,0,APOBEC2
DENR,0,0,0,0,DENR
AHSA2P,2,2,2,0,AHSA2P
MMP11,0,0,0,0,MMP11
ZIC1,0,1,1,0,ZIC1
CHRNB3,3,3,3,0,CHRNB3
CCNB1,2,1,1,0,CCNB1
NPC2,3,3,2,0,NPC2
CKLF-CMTM1,0,0,0,0,CKLF-CMTM1
DGAT1,0,1,0,0,DGAT1
RRP8,0,0,0,0,RRP8
DOK3,3,3,2,0,DOK3
FDFT1,2,1,1,0,FDFT1
RNPEP,0,0,0,0,RNPEP
NDRG1,2,2,2,0,NDRG1
GNAI1,0,1,0,0,GNAI1
CFI,0,0,0,0,CFI
C17orf64,1,1,1,0,C17orf64
SCFD1,0,0,0,0,SCFD1
CCDC25,1,2,1,0,CCDC25
CATSPERD,0,0,0,0,CATSPERD
GRAMD1A,2,2,2,0,GRAMD1A
DMRT3,2,3,2,0,DMRT3
MAVS,3,3,2,0,MAVS
MCL1,0,0,0,0,MCL1
CDC37,0,1,0,0,CDC37
IFITM1,0,1,0,0,IFITM1
ESPN,3,2,3,0,ESPN
ASAP2,2,3,3,0,ASAP2
HCRTR1,1,2,1,0,HCRTR1
NABP2,0,1,1,0,NABP2
RFX7,2,2,2,0,RFX7
PXDN,2,2,2,0,PXDN
MRPS25,0,0,0,0,MRPS25
MYH14,2,3,2,0,MYH14
NELFB,1,2,1,0,NELFB
TTK,0,0,0,0,TTK
PLIN1,0,0,0,0,PLIN1
AP5Z1,2,2,1,0,AP5Z1
CRX,0,0,0,0,CRX
PNPT1,0,0,0,0,PNPT1
NPM2,0,0,0,0,NPM2
RAB9B,0,0,0,0,RAB9B
ADSS2,2,1,3,0,ADSS2
KRT74,2,2,2,0,KRT74
LHFPL6,2,2,2,0,LHFPL6
SLMAP,2,3,2,0,SLMAP
FA2H,1,2,2,0,FA2H
GULP1,1,0,0,0,GULP1
NCDN,0,2,2,0,NCDN
GPR39,2,2,2,0,GPR39
NIT1,0,0,0,0,NIT1
FURIN,2,2,2,0,FURIN
NELFE,2,3,2,0,NELFE
RAD54L,1,0,0,0,RAD54L
ZNF33B,0,0,0,0,ZNF33B
KRT8,0,0,0,0,KRT8
GRAMD1C,3,3,3,0,GRAMD1C
AK9,2,2,2,0,AK9
NREP,2,3,0,0,NREP
ADPRHL2,0,0,0,0,ADPRHL2
SLC10A3,2,2,2,0,SLC10A3
RPL3L,2,2,2,0,RPL3L
EDNRB,1,2,1,0,EDNRB
SNHG28,1,0,2,0,SNHG28
C11orf54,2,2,2,0,C11orf54
SUSD1,1,3,2,0,SUSD1
SH3GLB2,0,0,0,0,SH3GLB2
ARL2,1,2,1,0,ARL2
PLK2,1,1,1,0,PLK2
HIP1R,0,0,0,0,HIP1R
TMEM109,2,3,2,0,TMEM109
NKAPD1,2,3,1,0,NKAPD1
HIRA,1,1,1,0,HIRA
CFB,0,0,0,0,CFB
ACSS3,1,2,1,0,ACSS3
SLC27A2,1,1,0,0,SLC27A2
PYCR1,0,1,1,0,PYCR1
INTS3,2,0,0,0,INTS3
TMEM92,0,0,0,0,TMEM92
MPC1,3,3,0,0,MPC1
DSG1,3,3,3,0,DSG1
MIB1,2,3,2,0,MIB1
FABP1,0,0,0,0,FABP1
CYBRD1,3,2,3,0,CYBRD1
WDR6,0,0,0,0,WDR6
DDX3X,0,1,1,0,DDX3X
ATPAF2,2,2,2,0,ATPAF2
CD27,2,1,0,0,CD27
PARD3B,1,2,2,0,PARD3B
KYAT1,2,2,1,0,KYAT1
QPCTL,0,0,0,0,QPCTL
PYGB,2,2,2,0,PYGB
IL12B,2,3,2,0,IL12B
PPP1R17,2,2,2,0,PPP1R17
AADAT,1,2,0,0,AADAT
NUCKS1,1,1,2,0,NUCKS1
SLC9A3,1,2,1,0,SLC9A3
FCRL3,2,2,0,0,FCRL3
HCN3,0,0,0,0,HCN3
TLCD1,2,3,2,0,TLCD1
RBMY1J,0,0,0,0,RBMY1J
ALDH1A1,2,3,3,0,ALDH1A1
CRYBB1,0,0,0,0,CRYBB1
GAGE13,0,0,0,0,GAGE13
UBAP2L,0,0,0,0,UBAP2L
PKHD1,2,2,2,0,PKHD1
DLAT,0,1,2,0,DLAT
PDGFD,3,3,2,0,PDGFD
ERC2,2,2,3,0,ERC2
MYH7,3,3,2,0,MYH7
MYO18A,0,0,0,0,MYO18A
KLF5,0,1,0,0,KLF5
UTP6,3,2,0,0,UTP6
ST8SIA3,0,0,0,0,ST8SIA3
DOCK6,0,0,0,0,DOCK6
ALDH1L1,0,2,1,0,ALDH1L1
CARD18,0,1,0,0,CARD18
ARPP19,0,0,0,0,ARPP19
ZNF710,2,2,2,0,ZNF710
P3H2,0,0,0,0,P3H2
CCNJ,0,0,0,0,CCNJ
DCTN2,1,2,2,0,DCTN2
THAP3,0,1,1,0,THAP3
KIF9,3,2,1,0,KIF9
PLA2G2A,0,0,0,0,PLA2G2A
USB1,3,0,0,0,USB1
TH,3,3,3,0,TH
C4A,0,0,0,0,C4A
PON2,0,0,0,0,PON2
AQP8,0,0,0,0,AQP8
CCR2,2,2,2,0,CCR2
SI,0,0,0,0,SI
SYCP3,0,0,0,0,SYCP3
ADCK5,0,0,0,0,ADCK5
SLC4A7,2,2,0,0,SLC4A7
RBMXL1,3,3,3,0,RBMXL1
DHX8,0,0,0,0,DHX8
MYEF2,1,1,1,0,MYEF2
HMGCL,3,3,3,0,HMGCL
IFI6,0,0,0,0,IFI6
IMPA1,2,2,2,0,IMPA1
GRIK2,2,2,2,0,GRIK2
RCC1L,0,1,0,0,RCC1L
MAP3K12,0,0,0,0,MAP3K12
XRCC4,2,2,0,0,XRCC4
HEXIM2,0,1,2,0,HEXIM2
DCAF4,0,0,0,0,DCAF4
TSTA3,2,2,1,0,TSTA3
TAX1BP3,2,2,2,0,TAX1BP3
FOXC1,0,0,0,0,FOXC1
GBP6,0,0,0,0,GBP6
HINT2,1,1,1,0,HINT2
SEMA6B,2,2,2,0,SEMA6B
AQP11,2,1,2,0,AQP11
ADHFE1,2,2,2,0,ADHFE1
KRT33B,0,0,0,0,KRT33B
MOV10L1,2,2,2,0,MOV10L1
SLC9A7,0,0,0,0,SLC9A7
ACOX2,2,2,1,0,ACOX2
FAM234B,0,0,0,0,FAM234B
PRPSAP2,2,2,2,0,PRPSAP2
CTTNBP2NL,3,3,0,0,CTTNBP2NL
EXOSC10,1,0,0,0,EXOSC10
SMAD3,1,2,2,0,SMAD3
SUPV3L1,1,2,1,0,SUPV3L1
PRKAR1A,0,0,0,0,PRKAR1A
HTR3A,0,0,0,0,HTR3A
SRR,2,2,2,0,SRR
CT45A7,0,0,0,0,CT45A7
GADD45G,1,1,0,0,GADD45G
DPY19L4,0,0,0,0,DPY19L4
RAD21,0,1,0,0,RAD21
AGA,1,2,2,0,AGA
GADD45GIP1,0,0,0,0,GADD45GIP1
DMWD,2,1,1,0,DMWD
AC139530.3,2,3,3,0,AC139530.3
TBC1D3B,2,2,2,0,TBC1D3B
GASK1A,2,3,2,0,GASK1A
HEBP1,2,2,1,0,HEBP1
GIP,0,0,0,0,GIP
NLN,0,0,0,0,NLN
MAP6D1,1,2,1,0,MAP6D1
ALAD,1,3,1,0,ALAD
DCLRE1A,0,0,0,0,DCLRE1A
SPATA31E1,0,0,0,0,SPATA31E1
OSBPL6,2,2,2,0,OSBPL6
PLPP1,0,0,0,0,PLPP1
PAX3,2,1,1,0,PAX3
CRIP2,1,3,3,0,CRIP2
PLCL1,1,0,0,0,PLCL1
CCR8,3,3,3,0,CCR8
NEK11,0,0,0,0,NEK11
ATF2,3,3,3,0,ATF2
DSG4,3,3,2,0,DSG4
ENPP2,1,2,2,0,ENPP2
EMC1,1,1,1,0,EMC1
SRSF5,0,1,0,0,SRSF5
PCP4,2,3,2,0,PCP4
MCEMP1,3,3,3,0,MCEMP1
SDF4,2,2,2,0,SDF4
CFAP126,1,1,2,0,CFAP126
MBD1,0,0,0,0,MBD1
NEK2,0,1,0,0,NEK2
DMKN,0,0,0,0,DMKN
H4-16,2,2,2,0,H4-16
SAGE1,1,1,2,0,SAGE1
SUGCT,3,3,2,0,SUGCT
PGAM1,0,1,0,0,PGAM1
RRAS2,0,0,0,0,RRAS2
ZNF346,0,1,0,0,ZNF346
CCDC17,1,0,0,0,CCDC17
SYNE2,1,2,2,0,SYNE2
PTHLH,3,3,2,0,PTHLH
DIS3L,0,0,0,0,DIS3L
RCOR1,0,0,0,0,RCOR1
REM1,2,2,2,0,REM1
MRPS10,1,1,2,0,MRPS10
BLK,0,0,1,0,BLK
BEX5,0,0,0,0,BEX5
CDK1,0,0,0,0,CDK1
P2RY8,0,0,0,0,P2RY8
PTPN5,2,3,2,0,PTPN5
RALGPS2,0,0,0,0,RALGPS2
PPP4R3A,1,1,2,0,PPP4R3A
H1-1,0,0,0,0,H1-1
SHISA5,0,0,0,0,SHISA5
CT45A6,0,0,0,0,CT45A6
BFSP1,0,0,0,0,BFSP1
BTRC,2,2,2,0,BTRC
PUM1,2,2,2,0,PUM1
UQCRFS1,0,0,0,0,UQCRFS1
MLN,2,2,2,0,MLN
MAT1A,2,3,2,0,MAT1A
FCHSD1,2,3,2,0,FCHSD1
GSR,3,3,3,0,GSR
TYW1,3,2,2,0,TYW1
SLC4A1AP,2,3,2,0,SLC4A1AP
NKX3-2,1,1,1,0,NKX3-2
ADAM28,0,3,2,0,ADAM28
NECAB3,2,2,2,0,NECAB3
H2BC9,0,0,0,0,H2BC9
RPGRIP1,2,2,2,0,RPGRIP1
N4BP2,2,3,2,0,N4BP2
ZNF365,0,0,0,0,ZNF365
H2AC12,1,2,2,0,H2AC12
CXorf38,0,0,0,0,CXorf38
PEX2,2,3,2,0,PEX2
SPRYD7,0,1,2,0,SPRYD7
ADGRA1,1,1,0,0,ADGRA1
PRSS1,3,3,3,0,PRSS1
AL772284.2,1,0,1,0,AL772284.2
NEK8,2,0,1,0,NEK8
ASL,0,0,0,0,ASL
GAL3ST1,0,0,0,0,GAL3ST1
CSE1L,1,0,1,0,CSE1L
HCFC2,1,2,1,0,HCFC2
DMC1,1,1,1,0,DMC1
ZDHHC4,0,0,0,0,ZDHHC4
PHLDA1,2,3,1,0,PHLDA1
BIN2,0,0,0,0,BIN2
CRIM1,3,3,3,0,CRIM1
SLC2A13,2,2,2,0,SLC2A13
CPSF6,0,0,0,0,CPSF6
ATP6V0A1,2,1,1,0,ATP6V0A1
SFT2D1,2,2,1,0,SFT2D1
SULT1A4,0,0,0,0,SULT1A4
MLIP,2,2,3,0,MLIP
PIH1D3,0,0,0,0,PIH1D3
HERC5,3,2,0,0,HERC5
ADNP,0,0,0,0,ADNP
VWA5B2,2,2,0,0,VWA5B2
IL10RB,0,0,0,0,IL10RB
ARID3B,0,0,0,0,ARID3B
LGALS4,0,0,0,0,LGALS4
APOL4,1,2,2,0,APOL4
SHC2,0,0,0,0,SHC2
EIF3L,1,2,2,0,EIF3L
MAF,3,3,3,0,MAF
MCM10,3,2,0,0,MCM10
ACMSD,2,1,1,0,ACMSD
TNRC6A,0,0,0,0,TNRC6A
GYS1,2,1,2,0,GYS1
MSTO1,2,3,2,0,MSTO1
KATNB1,2,2,2,0,KATNB1
POGLUT2,0,0,0,0,POGLUT2
IGF2BP1,0,0,0,0,IGF2BP1
TMEM39A,0,1,0,0,TMEM39A
DKC1,3,3,0,0,DKC1
TSPAN33,1,2,2,0,TSPAN33
VKORC1,2,2,2,0,VKORC1
PTK2B,2,3,3,0,PTK2B
GPR37,0,0,0,0,GPR37
CLDN17,1,3,1,0,CLDN17
CAMSAP1,0,0,1,0,CAMSAP1
RAB11FIP1,2,2,2,0,RAB11FIP1
EBPL,1,2,2,0,EBPL
SLC17A6,3,3,3,0,SLC17A6
BANF2,3,3,3,0,BANF2
ARMC1,0,0,0,0,ARMC1
CAPN10,1,2,2,0,CAPN10
OPRPN,0,0,0,0,OPRPN
SELP,0,0,1,0,SELP
RP1L1,0,0,0,0,RP1L1
NHLRC2,1,1,1,0,NHLRC2
PFDN4,1,2,2,0,PFDN4
NUP58,1,0,1,0,NUP58
XRN1,2,3,2,0,XRN1
CDK5,1,2,1,0,CDK5
POU2F3,3,3,0,0,POU2F3
BORCS8,0,2,2,0,BORCS8
ITLN2,1,3,2,0,ITLN2
ZMYND19,1,1,0,0,ZMYND19
FZD7,1,2,1,0,FZD7
RHOBTB2,0,0,0,0,RHOBTB2
ABHD13,2,2,1,0,ABHD13
RSPH1,0,0,0,0,RSPH1
PKP1,2,2,0,0,PKP1
GIMAP2,0,1,0,0,GIMAP2
PPP1R3B,3,2,2,0,PPP1R3B
SPCS3,0,0,0,0,SPCS3
POSTN,1,1,2,0,POSTN
TAGLN3,0,0,0,0,TAGLN3
MCRS1,2,2,2,0,MCRS1
VANGL1,2,2,3,0,VANGL1
NSUN5,0,0,0,0,NSUN5
MAGEA8,2,0,1,0,MAGEA8
INS-IGF2,1,1,0,0,INS-IGF2
COL9A3,0,0,0,0,COL9A3
CPNE6,1,1,1,0,CPNE6
EPS8L2,1,1,0,0,EPS8L2
TMEM139,0,2,0,0,TMEM139
SAAL1,0,0,1,0,SAAL1
TPBG,1,3,2,0,TPBG
AP5M1,3,3,3,0,AP5M1
MYBPC2,1,0,0,0,MYBPC2
CCDC138,0,0,0,0,CCDC138
GDI2,0,0,0,0,GDI2
STRADA,0,0,0,0,STRADA
VGLL3,2,2,2,0,VGLL3
TINAG,0,0,0,0,TINAG
TMEM231,0,0,0,0,TMEM231
AGO2,0,0,0,0,AGO2
MAP7D3,0,0,0,0,MAP7D3
